RegionName,State,avg_2024,avg_2025
Deer Park,TX,,1749.0882945519854
Chillum,MD,1650.446923097589,1703.262708694213
Woodburn,OR,1630.7135287673907,1669.6853936057191
Edwardsville,IL,1365.550070998244,1472.4814440791774
Florin,CA,,1956.7686952656215
Drexel Hill,PA,1491.1742179367377,1583.5950650557656
Jonesborough,TN,,1499.8587587487814
Inverness,FL,1532.9314261858333,1580.7472162481592
Seatac,WA,1906.2303724585556,1997.26725606428
Cooper City,FL,3326.951463849333,3484.407930340306
Woodridge,IL,1500.2851740551678,1587.831332031157
Sugar Hill,GA,2114.1776742141687,2157.8109837698266
Harker Heights,TX,1612.109623157084,1630.7337074474622
Marquette,MI,1554.8063898078071,1516.2448852182786
West Bend,WI,,1305.2870903182175
Holladay,UT,2230.735330936012,2306.5641341334976
Rolla,MO,735.5738272655262,761.3952028127655
Eagle River,AK,2218.263316829108,2320.9314556976524
Atascadero,CA,2362.6046768497567,2489.505980696019
Ponchatoula,LA,1584.5398832325902,1630.60097122912
Willingboro Township,NJ,,2907.41479423481
Ashtabula,OH,,975.0
Port Chester,NY,,2709.235314401033
Watertown,WI,,1256.7424165987268
Brownstown,MI,,1937.2291914085586
Wetumpka,AL,,1582.6126284411055
Alabaster,AL,1753.5842717450553,1852.3315693012105
Lawrence Township,NJ,2514.473636960469,2571.797064616917
Socorro,TX,1480.7909874211514,1514.6082512632588
Channelview,TX,,1736.5256918437015
Naugatuck,CT,1691.5283225793382,1830.204691564482
Marshalltown,IA,,1150.8333333333337
Boone,NC,1903.4400657096849,2050.5570301903663
Elizabethtown,PA,1270.2086065554186,1345.658640700549
Locust Grove,GA,2084.952362588587,2150.097434598582
North Andover,MA,2469.4813608987693,2560.983969820096
La Porte,TX,1593.9014506495098,1623.4103025589197
Ashland,OH,831.6308667840855,860.8867499507436
Norwood,MA,2597.6504994796874,2701.078234303246
Greenfield,IN,1572.6479278161148,1648.6710265597198
Livingston,NJ,4146.797439485692,4273.215551095447
Aliquippa,PA,1272.236694830414,1360.2778050131058
Zionsville,IN,1668.2317107295385,1714.1668612386297
Waynesboro,PA,,1045.7220783797497
Sapulpa,OK,1162.381414690136,1218.892537645786
Shingle Springs,CA,2076.9171566410027,2176.3275245294044
Daphne,AL,1533.5398870182244,1550.1078072311557
Schertz,TX,1778.8493302032155,1827.4147160378889
Clearfield,UT,1598.171712235375,1657.3166439771007
Crowley,TX,2044.1813278344414,2109.290657201728
Syracuse,UT,2498.5691077943743,2574.734285533483
Flemington,NJ,,2734.3914148845356
Waynesboro,VA,1432.9356925035872,1469.8962405269642
Poulsbo,WA,2313.137555380286,2444.098491359813
Southlake,TX,,5707.400741425787
Newtown,PA,2703.9104891045786,2780.9126658855434
White Lake,MI,2007.2537747492781,1965.70480073322
Langhorne,PA,2575.2128909514686,2605.618664476523
Martinsville,VA,,1001.6666666666666
Hopewell,VA,1284.0074969147668,1338.2744307747541
Beltsville,MD,1551.0521942329335,1577.0132215074973
Tewksbury,MA,2538.59922102064,2622.711888541374
Lebanon,OR,1612.7123277245284,1627.1213134540087
Muscatine,IA,,864.4601857631302
Dawsonville,GA,2134.46525214626,2167.8103887552625
San Carlos,CA,3682.7972701915673,3863.2114990289137
Red Bluff,CA,1320.4735205933623,1402.0990747601309
New Caney,TX,1834.2903300642895,1855.2596269384471
Ellensburg,WA,1622.1671882468138,1649.1572780216343
Cedar City,UT,1486.6657220567402,1487.9060297253586
Lake Jackson,TX,1332.9362425279683,1386.365878656533
Woodway,TX,1746.7957891597682,1787.9580653926796
Voorhees Township,NJ,1804.693949507311,1832.7914667597474
Hermiston,OR,,1670.3333333333337
Aldie,VA,3085.6469584473493,3165.5219869865164
West Linn,OR,2509.749280042638,2576.593801615958
Chaska,MN,1838.306767390852,1903.6946776247112
Uniontown,PA,,861.8208390267982
Colonial Heights,VA,1645.2095336867771,1654.9003971724992
Wailuku,HI,,3888.9533281193544
San Lorenzo,CA,2641.2664100539027,2734.6742749457358
Canyon Lake,TX,1777.4175611312685,1815.680012045524
Goleta,CA,3765.0369062787336,3825.69105752465
Saratoga Springs,UT,2176.3215078338294,2205.043392562221
Lewis Center,OH,2209.0265091520796,2262.4099111320256
Tehachapi,CA,2056.0052401212074,2159.111016415808
Shelbyville,KY,,1353.5741953729294
Westfield,NJ,,2600.623013754616
Derby,KS,1272.6769713196047,1299.2193338359589
Front Royal,VA,,2187.467940993166
Monterey,CA,2638.118238403551,2764.320266816744
Orchard Park,NY,,1631.25
Blacklick,OH,1684.4606632522598,1719.3321975261024
Newington,CT,,2548.1233637491096
Marion,NC,,1500.0
Hernando,MS,1966.9006842908766,2062.9325825415076
North Attleboro,MA,2254.8380061213657,2468.217631329203
West Warwick,RI,1777.0684216796951,1904.0449004650359
Fremont,NE,1215.547038491686,1269.6746528373346
Palm City,FL,2791.9877118095155,2890.4006993163275
Faribault,MN,,1525.0
Brainerd,MN,,1054.5527713820666
Paragould,AR,920.5839993271303,948.9253316559772
Ocean Springs,MS,1881.5119578877602,1960.1645669203217
Lansing,IL,1822.6102501335856,1815.8437162391463
Phillipsburg,NJ,1608.3936239055265,1737.351268097234
Dania Beach,FL,2280.2803167209177,2329.729681966368
O Fallon,IL,1538.0307590947978,1580.721034283376
Newberg,OR,2056.3155439193365,2155.5060535596426
Libertyville,IL,,2292.1570519802876
Parkville,MD,1548.8280008971226,1597.6279691044306
Bethel Park,PA,1487.2988503091894,1565.8305809825465
Coram,NY,3064.5617300453664,3100.928153173962
Oak Ridge,TN,1603.62331629448,1686.6729658967126
Glendale Heights,IL,1812.9014374711287,1890.5594928481878
Plainview,NY,,3320.0484712052535
Independence,KY,,2061.0258288407567
Geneva,IL,1943.9367411976436,2019.335433919641
Matthews,NC,1759.879010246066,1795.6272116085838
Salem,NH,2623.5900183269996,2708.9821611248244
Cantonment,FL,1613.2307703730162,1621.9003056869578
Lebanon,MO,,946.1630406958778
Springville,UT,1497.3829081377273,1524.3168884403124
Granger,IN,,1822.9152435940177
McKeesport,PA,915.8163371154179,992.7101153971912
Fitchburg,WI,1752.5468714963145,1786.2487985168907
Oildale,CA,1371.4803918983037,1429.300429134506
Nutley,NJ,2451.4377230285677,2608.15591576102
Milford,MA,2532.2279079060218,2688.1356261642295
Hobart,IN,1279.0358032127842,1300.0119206275006
Mount Pleasant,WI,1551.8595405330927,1642.3422326934274
Vernon Rockville,CT,,1610.4446267149822
Southgate,MI,1648.4146866984368,1711.7145085926882
La Place,LA,,1776.3155533717397
Kuna,ID,2058.498125256188,2089.5055484292366
Murray,KY,1127.0516706578578,1141.2553218447983
Miami Lakes,FL,2504.8897843784976,2515.3026200394975
Des Moines,WA,2055.0831496709457,2119.953297913472
Ruskin,FL,2203.156702311552,2251.730244708868
Hackettstown,NJ,,2914.9251344049057
Centralia,WA,1450.651312203712,1529.8003744609969
Springfield,TN,1554.875590249605,1580.274637945227
Savage,MN,1988.2731707124601,2029.9686725445465
Oak Park,MI,1407.7234748445553,1479.8759074575846
Owatonna,MN,,1075.4457344095094
Summerfield,FL,,1837.9300731411931
Parsippany,NJ,2725.8125869542487,2791.918015032319
Fleming Island,FL,1866.9080831199728,1965.0163671457412
South Lake Tahoe,CA,2238.005111345347,2321.480496209407
Sidney,OH,,1113.844685850805
Long Branch,NJ,2776.2560671203046,2905.8583020160904
East Windsor Township,NJ,,2238.4943265577654
Norfolk,NE,,1029.5197025923778
Garfield Heights,OH,1246.8078776777063,1367.9540111369915
Azle,TX,1677.2451306285486,1728.9902922962533
Green Cove Springs,FL,2018.0784286227938,2072.9615418565318
Zebulon,NC,1936.5864114366786,1972.8400887538078
Johnston,RI,,1968.9463960806972
Mill Valley,CA,4736.768851524563,4927.582550405847
Port Washington,NY,3955.879297269819,4181.404208733405
Englewood,FL,1896.6040531304618,1826.97196134322
Leesburg,GA,1689.6457014538878,1720.8879293328146
Malvern,PA,2039.0047090972846,2105.3603690505315
Amsterdam,NY,,1227.2119352153468
Fridley,MN,1368.975920726711,1398.7868392621403
Trussville,AL,1950.2574964667501,1974.1508891803092
Rahway,NJ,2438.3731685483995,2533.9664457177546
Austin,MN,871.2842286281211,943.8166559901359
Forest Grove,OR,1844.3542445486682,1884.8162187938983
Melrose,MA,2935.322078239291,2989.5626015264043
Stroudsburg,PA,1709.6377823863318,1765.1887178875295
Raytown,MO,1314.697008066886,1393.1656284690048
Holiday,FL,1687.087357876537,1724.999148248783
Saugus,MA,,3152.4929354417854
Windsor,CT,,2350.0
Montgomery,IL,,2482.4469988420283
Freeport,IL,,862.5
Monument,CO,2286.7196570437764,2297.9382261901533
Sherwood,OR,2656.8203561534415,2718.463333979481
Lenoir City,TN,1662.2846200222834,1703.7438866384316
South Kingstown,RI,2593.052236864194,2605.58781854261
Lisle,IL,1765.75170252356,1849.7906544771179
Ponte Vedra Beach,FL,2425.0227433640266,2461.0911923478825
Bloomsburg,PA,1071.6005687574511,1138.650638537616
Temple Hills,MD,1497.298949517701,1651.197582814329
King of Prussia,PA,2110.753821119699,2155.717607284212
Whitehall,PA,,1742.1586681146189
Shaker Heights,OH,2031.6461935686264,2160.5058069452757
Stephenville,TX,1077.048100437888,1107.06469527506
Michigan City,IN,1283.443952647685,1358.4152591395991
Mount Vernon,OH,,1427.745869153337
Northampton,MA,2227.5620469092755,2274.6228398484354
Wellesley,MA,5089.262175041401,5370.12421376197
Bardstown,KY,,1031.8678359942612
New Castle,IN,,888.2960692011134
Temple Terrace,FL,1795.6790286668177,1849.9807773152224
Chamblee,GA,1890.425668799371,1900.7314922000453
Carbondale,IL,594.317049932884,615.1773878674283
Loxahatchee,FL,3988.544309592406,4071.579851451388
Englewood,NJ,2824.3104094465634,2949.689708777881
Kingsville,TX,965.6649087922586,1369.6646263780337
Graham,WA,2477.277647604602,2522.4157915688115
Bourbonnais,IL,,1387.9853408428626
Balch Springs,TX,,1821.4144855358315
Neenah,WI,1018.6734361821827,1112.2891936345
Sebastopol,CA,3470.8814732292244,3308.7179706184347
Corbin,KY,,800.0
Bella Vista,AR,1687.4909940451373,1772.170591339456
Algonquin,IL,2274.975094644714,2387.6167980826895
Stoughton,MA,2427.6199439441575,2537.302104874613
Crawfordville,FL,,1419.0352941885515
Shelbyville,IN,,1044.2035626782697
Lake in the Hills,IL,,2374.0462585032087
Blythewood,SC,1897.5416956607094,1966.7727163797383
Ooltewah,TN,2100.5254532268505,2115.182566405973
Elgin,SC,1679.2301024769984,1752.8079512223226
Canton,MS,,2142.1451264348498
Beaver Falls,PA,926.8161903209788,958.2764951336374
Monroeville,PA,1297.0180518415211,1334.2589394902348
Madison Heights,MI,1539.5901125509802,1606.5451515245866
Huntley,IL,,2646.1571040706162
Bristol,VA,,1384.1172555208605
Lafayette,CA,3407.086771816547,3457.2674260333406
Fort Dodge,IA,,863.5416666666667
Cheshire,CT,,2366.716539076243
Grandville,MI,1585.069046825699,1662.0121707554931
Sequim,WA,,2225.0721933948903
Patterson,CA,,2742.8738952586623
Latrobe,PA,,960.347655563687
Chagrin Falls,OH,,2400.0
Dickinson,ND,,1189.265548684445
Wayne,PA,1990.7578717875438,2052.793074662786
Allen Park,MI,,1450.151244476495
Walnut,CA,3453.645013226748,3634.034699417033
Lakewood Ranch,FL,2463.2150626329426,2442.1263415157982
Lithia Springs,GA,1552.9216007003745,1583.768418809177
Moscow,ID,1283.2691596625339,1374.5413316777676
New Milford,CT,2096.1565948726493,2186.414691953887
Lockport,IL,1872.150151621617,1965.102382156957
Zachary,LA,1611.7436030155484,1615.4698527180235
Sebastian,FL,2205.8751304459443,2248.2709562150767
Highland Park,IL,2852.5279155375283,2985.2996892272627
Perkasie,PA,,2310.3951762632664
Middletown,NJ,,3531.012523627767
Menasha,WI,,1182.7350220924063
Oxon Hill,MD,2120.052027927514,2171.7042499422632
Bridgewater,MA,2195.363108811773,2324.1943345614245
Niceville,FL,2148.2235944828208,2222.56308252041
Royse City,TX,2186.818622524576,2210.802304966139
Mandan,ND,1233.3711266191208,1296.4029807579943
Meadville,PA,,780.9029137968146
Christiansburg,VA,1705.8615640344221,1763.4364044043223
Rock Springs,WY,1242.5249453072174,1323.401485940387
Mount Dora,FL,2069.895941985377,2154.6351751617503
Branford,CT,2281.217527448125,2324.9902834217646
Chicago Heights,IL,,1739.1962195417827
Dickson,TN,,1600.9564985974605
Liberty,MO,1477.8406576090947,1517.1039381302824
North Platte,NE,869.3874649333343,909.8491168560938
Mays Landing,NJ,,2159.5756867294413
Tualatin,OR,1844.8377504374805,1861.2966575909563
Okemos,MI,,2238.9759287203715
Cortland,NY,,1322.5474083013821
Park City,UT,3707.7884799349886,3756.6447473301146
Celina,TX,2119.7019915472238,2104.060574290702
East Haven,CT,1756.0338228248947,1812.1615964241114
Oakdale,MN,1886.767828759151,1899.8288359556827
Brenham,TX,,1596.4362486601117
Cornelius,NC,1749.9693434899384,1766.077008670264
Waynesville,NC,,1583.8562242801895
Clarkston,GA,1451.5389991713323,1526.4202519767732
Galloway,NJ,1954.7517733891552,2094.705268879454
Suisun City,CA,2433.852263747345,2495.5755286343856
Monroe,WA,2293.63295872727,2372.4515868835865
Hudson,WI,,1794.0861243247684
Marietta,OH,,1245.0305876024443
Beckley,WV,,1155.6682954432824
Junction City,KS,1154.8486535280524,1244.5016930614659
Belmont,CA,3176.344481703652,3296.8059575163365
Gettysburg,PA,,1151.190855784363
Harvest,AL,,1810.0666311764799
Farmington,MN,,2089.928620127607
Marion,IL,,1139.2081320032862
Dublin,GA,,1234.2675242404819
Jenks,OK,1606.7457057126987,1691.5438121069724
Danvers,MA,2699.9929514072023,2812.5040183338106
Burlington,IA,,930.0467056873547
Mehlville,MO,1333.3352568006144,1383.5026306391655
Dahlonega,GA,,1908.0565830598314
Citrus Park,FL,2000.2728673366228,2067.368592196282
Gloucester,MA,,2487.2327482718642
North Tustin,CA,,5000.0
Emporia,KS,685.6810785013763,702.5958643688825
Long Beach,NY,3212.7962949624393,3429.3013675150305
Odessa,FL,2071.1932228720093,2161.5831153624367
Ada,OK,1041.122274225372,1064.7114200074811
Bixby,OK,1841.5936368007808,1886.222329700718
Rockville Centre,NY,,3800.6984967888943
Ramsey,MN,1668.206345606267,1764.4999242621707
Ewing,NJ,1890.5644226048496,1971.2070982343153
Oxford,OH,,1800.0
Canon City,CO,1350.8845799793153,1427.2666047032958
Mountain Home,AR,,1154.3369697430921
Peyton,CO,2576.5571335775676,2744.7392977769186
Aubrey,TX,1868.6386139983695,1862.1686870153942
Feasterville Trevose,PA,,2400.0
Marshall,TX,,987.5
Oconomowoc,WI,1576.3165633960562,1584.0394793172943
Canandaigua,NY,,1542.7244537226773
Gladstone,MO,1339.0353986349148,1412.1870231864682
Pell City,AL,,1657.5
Villa Park,IL,,2302.0227700774467
Kirkwood,MO,1831.8450796857308,1898.3832478999552
Severna Park,MD,,3354.2891274391936
Windsor,CA,3749.553691552765,3667.3753120635547
Hamtramck,MI,,1155.5205785613446
Wilmette,IL,,4236.332053597909
Norco,CA,,2647.5
Washington,UT,1804.4722567532517,1864.3285633154717
Jackson,MO,1012.9530620364284,1021.0768752642373
Lemon Grove,CA,2595.968300015607,2664.2533713178236
East Palo Alto,CA,2686.473618020896,2671.903558284764
Haymarket,VA,,3498.6839309685915
Stanton,CA,2716.0333602370797,2744.4324675691973
Ashland,OR,1937.6236164145946,2006.8599143645542
Wakefield,MA,2571.042307639627,2670.3191136890687
Garden City,MI,1632.2620338163697,1699.5226033847596
North Wales,PA,1677.6122968810023,1720.706157132467
Grayson,GA,2400.3308728352663,2459.716298648903
Wethersfield,CT,,2005.2254898595081
Youngsville,LA,,1935.7142171823089
Forest,VA,,1371.4709019786367
Seffner,FL,2060.750203636569,2134.5936377145626
Nazareth,PA,,1993.0913522522542
Walpole,MA,2812.0412051963626,2970.4417641614873
Clinton,MS,1458.504984604488,1538.4474820371129
Candler,NC,1665.885564925868,1798.0403249019673
Kelso,WA,1111.3582745548354,1191.9611652643025
Lochearn,MD,1330.0108191515512,1364.5139200941155
Wildwood,FL,1654.4670015305228,1572.4848603650846
Lewes,DE,2184.765640225544,2198.8773546384778
Dover,PA,,1712.5
Shoreview,MN,1783.049816637906,1786.946783383156
Erie,CO,2796.0139317472645,2881.0832988498664
Hiram,GA,1936.0310597518803,1956.1081237052863
Sun City West,AZ,1896.6662987707243,1891.7836530807162
Blackfoot,ID,,1156.409288248795
Holbrook,NY,,2531.4252789811144
Albemarle,NC,,1199.1989685188248
Austintown,OH,,1323.5209822592242
Merrimack,NH,2525.2999395042216,2545.112988678141
Belmont,MA,2895.0176821600294,3043.7667822208523
Silverdale,WA,1860.887405847043,1944.4809759818029
South Salt Lake,UT,1448.4538246665218,1474.3553929566037
Basking Ridge,NJ,,3592.908010383853
South Windsor,CT,2208.167492138841,2296.1599742093094
Kaysville,UT,,1893.4207915908496
Allison Park,PA,,1736.0521772827015
South Pasadena,CA,2585.0532042713294,2710.2168718400308
Newton,NC,,1387.5
Edgewater,FL,2124.4444566643515,2226.5983657913416
Antioch,IL,,1718.5684893549324
Evergreen,CO,3037.0463479958075,3107.2527965334125
McAlester,OK,,912.5
Crosby,TX,1947.4172274866496,1983.8769562159846
Deer Park,NY,,3216.747650293088
Clarksburg,WV,,925.422796434164
Superior,WI,1200.9006243628598,1283.7272048644286
Millsboro,DE,,2287.5
Palatka,FL,1400.402727585467,1430.9795340697387
Barberton,OH,980.7056622729275,998.6260812132623
Newton,NJ,,2131.25
Boiling Springs,SC,1669.550658741605,1709.6074945097425
Wimauma,FL,2385.7611446388323,2410.583559358606
North Kingstown,RI,,2437.701276590692
Mansfield,CT,,3096.5577323798243
Royersford,PA,2111.1639007643043,2161.5486071768555
Parkland,WA,1635.5884739682217,1707.5478061705094
Durant,OK,1635.8241305169786,1687.6932584037404
Groveland,FL,2297.591481808286,2299.8108475319323
Homosassa,FL,,1822.9877660368995
Farmington,CT,2404.0403996048867,2554.7974503061287
Mustang,OK,1536.2860065483658,1595.3717825334716
Glen Cove,NY,3595.2510957705404,3793.54549116098
Yelm,WA,2450.4282328207046,2499.8154027716646
Takoma Park,MD,1546.908786083742,1593.3310997177405
Smithfield,NC,,1839.1324141594705
Jackson,GA,,1794.3118644233882
Marshfield,WI,,763.7548783991658
Homewood,AL,1550.2387945445503,1512.4253793889511
Warrensburg,MO,976.3832149245374,1020.1950437843394
Hartselle,AL,,1601.5616781131644
New London,CT,1608.4450173738294,1648.34679171335
Mount Pleasant,TX,,1563.2059768763484
Randolph,NJ,,2028.8427661081528
Graham,NC,,1796.9227157095681
Sheridan,WY,,1620.8333333333337
Guthrie,OK,,1401.9953548847427
Macungie,PA,2160.893666253076,2256.6995042305903
Depew,NY,,1650.2289284778838
Washington,MI,,2075.684854537791
Branson,MO,1292.7403789869038,1337.8763637776822
Ridgewood,NJ,3772.2390231944737,3786.0415238634723
Colleyville,TX,,4133.0
Burlington,MA,3259.517213561004,3284.9843511944596
Mercer Island,WA,2767.4232378953197,2906.1508348547377
Pittsburg,KS,,890.4682442744031
Crawfordsville,IN,906.4496236407153,952.7250744569151
Berea,KY,,1337.5
King George,VA,,1993.8368130800234
East Chicago,IN,965.0366916675157,1004.1062653684443
Inkster,MI,1195.3928400514112,1258.9760112424487
Elk River,MN,1761.6764826558688,1871.0073233540902
Mahwah Township,NJ,,2968.3883432840175
Windsor,CO,2407.6309449156274,2469.6361521136005
Forest Park,GA,1280.3199055770813,1331.9045177391226
Avon Park,FL,,1294.6054484052006
Winterville,NC,1608.4322258773043,1651.194087141062
Ives Estates,FL,2457.9577574426953,2499.4447991624165
Greater Landover,MD,1773.845667625698,1853.1826111745627
Mahopac,NY,,3425.0
Sun City Center,FL,2115.201371632959,2156.3326086717407
Kahului,HI,,3750.0
Horn Lake,MS,1481.3771720371044,1537.9284033525728
Lodi,NJ,2146.3221805983017,2199.93887021686
Wilsonville,OR,1888.0703567269093,1902.6598744601765
El Cerrito,CA,2618.3839529162456,2662.809820420577
Grandview,MO,1211.5998947553512,1267.7788033717839
Scotch Plains,NJ,,2727.747004774869
Cliffside Park,NJ,3012.200049656542,3092.8547706810587
Westport,CT,5342.779305316214,5735.904690233336
River Falls,WI,1595.840532503854,1642.6577000432385
Onalaska,WI,1321.476722456351,1346.2324987097008
Soledad,CA,,2675.0
Reading,MA,,2507.858989435991
Morton Grove,IL,,2507.609039334827
Buffalo,MN,,1198.125
Oak Forest,IL,,1792.3943597825394
West Hempstead,NY,,3963.0
Chevy Chase,MD,2617.909431963967,2714.9436559745113
North Potomac,MD,,3454.596258582356
Parrish,FL,2735.760474374558,2731.4032257473077
Watertown,SD,,1148.848589309357
Waukee,IA,1502.8733719892552,1483.0078440700163
Saginaw,TX,2014.4161838253988,2048.78327834102
Hummelstown,PA,,2026.4273345768813
Lathrop,CA,2988.0568668789097,2998.8362466096733
Brookings,SD,1188.615316335999,1245.6239872597164
Dover,NJ,,2249.9387560341384
Northfield,MN,,1537.7133439220577
Imperial Beach,CA,2741.9541409854387,2802.898137591499
Greenbelt,MD,2200.6957260810445,2283.7417184292376
Walker,MI,,1546.621776992161
Maywood,CA,,1702.6690279166592
Ferndale,WA,2074.915699761197,2111.7133309655565
Round Lake Beach,IL,1876.028104067537,1950.6977790741366
University Park,TX,,4208.219074158145
Gardner,KS,1484.4630398800427,1573.7585864409248
Coos Bay,OR,,1380.2955353990021
Carteret,NJ,2285.363180424536,2340.940509323072
Menomonie,WI,1057.7158595494682,1099.3941010415945
Ridgefield,CT,,3206.717094562666
Dakota Ridge,CO,2183.619564022282,2219.9260900695426
Ridgeland,MS,1318.3225700715877,1348.3530245099378
Romulus,MI,,885.4552437047147
Kings Mountain,NC,,1806.675189724854
Easton,MA,2203.690699700097,2579.48551053287
Yucca Valley,CA,1754.9195545831337,1853.280677838447
Lillington,NC,1460.6041523898364,1500.5744097999002
Aberdeen,MD,1820.6654667653268,1878.1095613731636
Cottonwood,AZ,1769.1395798309966,1829.0920062217483
Wyandotte,MI,1076.2678995879614,1107.0480224760738
Benicia,CA,2392.362344081713,2441.7341515272083
Rosemont,CA,1881.9476424268612,1915.000472139516
Dedham,MA,2940.3600541571363,3065.229417225852
Yarmouth,MA,,2826.6345051636404
Yorkville,IL,,2486.824129858691
Portland,TN,,1767.7958719866638
Mequon,WI,2246.3005022093275,2370.4901932764
Sachse,TX,1624.1148493141648,1643.201959597784
Brownwood,TX,,1300.0
Alton,IL,863.6267482024103,885.9461987056973
Seal Beach,CA,2947.7048867823078,3099.5004689421685
Seymour,TN,,1688.9418091808682
Gatesville,TX,,1233.4432846534278
Manvel,TX,1911.8643391198887,1938.3948871617613
Belmont,NC,1961.872180630533,2043.818036196512
Soddy-Daisy,TN,,1473.2468944164877
Hillsborough,NC,1541.0434480854883,1598.8577362927674
Springboro,OH,,2150.4583911711125
Athens,TN,1067.257204410601,1064.0611700476315
Spring Lake,NC,1387.3114481387008,1409.7451396646761
Aptos,CA,4059.8246929509023,4209.033668166986
Maplewood,NJ,2529.143650864441,2619.910889630444
Peekskill,NY,2829.951265709183,2910.6740056890394
Jefferson,GA,1781.7517796041059,1790.0533352226457
Haslet,TX,2193.85692464951,2216.391277928204
Tullahoma,TN,,1404.6352759429367
South Plainfield,NJ,2625.1538949282144,2656.8328366012815
Canton,MA,2698.5583697993275,2738.0299740185837
Manheim,PA,,1714.7856903613022
Manahawkin,NJ,,2952.713933650146
Elmwood Park,IL,1713.6588982744015,1831.943785843063
Roselle,IL,,2337.7812176694133
Marshfield,MA,,2915.5297990573063
Crofton,MD,2335.7594862844194,2396.0012997089148
Georgetown,SC,,1772.0610324433674
Pottsville,PA,1090.597420595288,1159.041154390148
Simsbury,CT,2340.5902913902964,2360.773933484931
Radford,VA,1404.871205624299,1338.0166913732169
Deridder,LA,1331.0644693896588,1345.7984411847106
Burlington,KY,,2138.825314954649
Westford,MA,,2855.9558569061633
Vernon Hills,IL,2209.1560801842465,2315.9386497704522
North Haven,CT,,2929.8583087761353
Dyersburg,TN,,747.9507185767219
Village of Palmetto Bay,FL,2605.3235678207316,2604.5490050384733
Fernley,NV,1706.8984111785958,1766.1909264607712
Mulberry,FL,1752.5328754326945,1794.8982228383607
Avon,OH,,2039.0
Gardnerville,NV,,2035.5481905420029
East Wenatchee,WA,1996.4129938812164,2048.9370768824083
Chanhassen,MN,1962.7007922447326,2019.2831380761866
Tahlequah,OK,1040.1421187926792,1067.390044849165
Juneau,AK,,2018.3269531654748
Westchase,FL,2158.5290703428486,2264.6316123052106
Washington,NC,,1515.5422600396394
Versailles,KY,,1678.7546114668635
Calabasas,CA,3466.8937114032237,3678.6113899736765
Ennis,TX,1530.2421982627056,1580.5560436339765
Sulphur Springs,TX,,1546.3681236058767
Red Bank,NJ,2877.2928527585004,3043.3163907096628
Rolling Meadows,IL,2026.4426261331625,2132.861031045727
Cockeysville,MD,1702.022439988388,1766.2733287777069
Piqua,OH,,1029.8394421439293
Hialeah Gardens,FL,2606.978200181689,2588.042179433119
Ottawa,IL,,1237.9759924731088
Canby,OR,2023.5330871001,2063.827022215362
Westmont,IL,1744.6114213544317,1837.8511219477755
Cranford,NJ,2813.8731268537354,2833.554324980648
Leesville,LA,1078.81904146344,1146.0225614613475
Mount Holly,NC,1716.5175245431362,1773.9969583026482
Mint Hill,NC,1864.8858927080107,1969.7464599932107
Saint Marys,GA,1459.1505729979892,1504.43569279888
Wexford,PA,1825.2458993259027,1887.563738940882
Arnold,MD,,2448.9479877047147
Nanuet,NY,3324.6073750531577,3346.9653738763127
Newton,KS,,864.8697248405333
Acton,MA,2386.996853646881,2489.337825984728
Athens,TX,,1361.5
Del Valle,TX,1738.6028141158151,1716.5025545040905
Easton,MD,,2012.5
Webster Groves,MO,,2175.0
Dunn,NC,,995.0
Steubenville,OH,807.4727122471297,818.4929409511116
Auburn Hills,MI,1583.3275584981222,1675.456081967676
Huntingdon Valley,PA,2146.3265071272467,2214.0998295207655
Munster,IN,,1902.6811051960242
South Portland,ME,2396.638096812257,2509.5027596390137
Goodlettsville,TN,1723.1323516555674,1718.5833823175599
Carney,MD,1397.3386973241177,1457.5931530940684
Mansfield,MA,2331.693412056707,2447.364196813675
Auburn,ME,,1472.007415049028
Maywood,IL,,1278.9444973827854
Willoughby,OH,,1159.5298720359758
Kenmore,WA,2551.409698492353,2614.4745852686524
Kilgore,TX,,1237.6265765410167
Sandusky,OH,,1150.5
Fredericksburg,TX,2076.3929284029446,2098.476337105687
Dallas,OR,,1813.5541902252426
Eden,NC,,1070.0820135042975
Highland,IN,1512.8470911605637,1549.6433973839685
Aberdeen,WA,1248.5402554351324,1283.755690851811
Middletown,PA,1250.6579486644023,1310.0411487088036
Helena,AL,1745.2400233034566,1834.1883450659318
Kihei,HI,3410.593433471331,3385.7576228792036
Hercules,CA,2976.601535811793,3061.240016519201
Miami Shores,FL,2656.606928290223,2767.437855876705
Belgrade,MT,2220.3338695298494,2243.052666659166
Fresno,TX,2196.929455225175,2289.7050677901375
Powell,TN,,1816.3745824905964
Raymore,MO,1807.5072799939442,1889.3167577991812
Rigby,ID,1235.7689701781558,1238.8827857397746
Olney,MD,,2591.106425700329
Farragut,TN,2037.5725965698746,2084.5611963033307
Pooler,GA,1758.3404226237483,1758.9137037455348
White Bear Lake,MN,1645.78454933531,1684.2848236216275
Solon,OH,,2542.0859732075555
Rincon,GA,2127.7726069217047,2162.5256995094287
Marina,CA,2887.7341041524887,3067.442476471062
Millbrae,CA,3591.4214199204685,3690.313129584331
Hampstead,NC,1785.1923475680653,1805.428138891877
Olmsted Falls,OH,,2018.625166618575
Maple Heights,OH,1246.8979322072528,1395.8923986477923
Ladera Ranch,CA,3410.4878214588953,3512.6037814592037
Lexington Park,MD,1655.292920644012,1766.6935788794283
Bristol,PA,,1621.9384284437929
